   arc_length_s     gamma_x(s)      gamma_y(s)      gamma_z(s)
   3.700000e+00    3.200000e+00    0.000000e+00    5.000000e-01
   3.720000e+00    3.220000e+00    0.000000e+00    5.000000e-01
   3.740000e+00    3.240000e+00    0.000000e+00    5.000000e-01
   3.760000e+00    3.260000e+00    0.000000e+00    5.000000e-01
   3.780000e+00    3.280000e+00    0.000000e+00    5.000000e-01
   3.800000e+00    3.300000e+00    0.000000e+00    5.000000e-01
   3.820000e+00    3.320000e+00    0.000000e+00    5.000000e-01
   3.840000e+00    3.340000e+00    0.000000e+00    5.000000e-01
   3.860000e+00    3.360000e+00    0.000000e+00    5.000000e-01
   3.880000e+00    3.380000e+00    0.000000e+00    5.000000e-01
   3.900000e+00    3.400000e+00    0.000000e+00    5.000000e-01
   3.920000e+00    3.420000e+00    0.000000e+00    5.000000e-01
   3.940000e+00    3.440000e+00    0.000000e+00    5.000000e-01
   3.960000e+00    3.460000e+00    0.000000e+00    5.000000e-01
   3.980000e+00    3.480000e+00    0.000000e+00    5.000000e-01
   4.000000e+00    3.500000e+00    0.000000e+00    5.000000e-01
   4.020000e+00    3.520000e+00    0.000000e+00    5.000000e-01
   4.040000e+00    3.540000e+00    0.000000e+00    5.000000e-01
   4.060000e+00    3.560000e+00    0.000000e+00    5.000000e-01
   4.080000e+00    3.580000e+00    0.000000e+00    5.000000e-01
   4.100000e+00    3.600000e+00    0.000000e+00    5.000000e-01
   4.120000e+00    3.620000e+00    0.000000e+00    5.000000e-01
   4.140000e+00    3.640000e+00    0.000000e+00    5.000000e-01
   4.160000e+00    3.660000e+00    0.000000e+00    5.000000e-01
   4.180000e+00    3.680000e+00    0.000000e+00    5.000000e-01
   4.200000e+00    3.700000e+00    0.000000e+00    5.000000e-01
   4.220000e+00    3.720000e+00    0.000000e+00    5.000000e-01
   4.240000e+00    3.740000e+00    0.000000e+00    5.000000e-01
   4.260000e+00    3.760000e+00    0.000000e+00    5.000000e-01
   4.280000e+00    3.780000e+00    0.000000e+00    5.000000e-01
   4.300000e+00    3.800000e+00    0.000000e+00    5.000000e-01
   4.320000e+00    3.820000e+00    0.000000e+00    5.000000e-01
   4.340000e+00    3.840000e+00    0.000000e+00    5.000000e-01
   4.360000e+00    3.860000e+00    0.000000e+00    5.000000e-01
   4.380000e+00    3.880000e+00    0.000000e+00    5.000000e-01
   4.400000e+00    3.900000e+00    0.000000e+00    5.000000e-01
   4.420000e+00    3.920000e+00    0.000000e+00    5.000000e-01
   4.440000e+00    3.940000e+00    0.000000e+00    5.000000e-01
   4.460000e+00    3.960000e+00    0.000000e+00    5.000000e-01
   4.480000e+00    3.980000e+00    0.000000e+00    5.000000e-01
   4.500000e+00    4.000000e+00    0.000000e+00    5.000000e-01
   4.520000e+00    4.020000e+00    0.000000e+00    5.000000e-01
   4.540000e+00    4.040000e+00    0.000000e+00    5.000000e-01
   4.560000e+00    4.060000e+00    0.000000e+00    5.000000e-01
   4.580000e+00    4.080000e+00    0.000000e+00    5.000000e-01
   4.600000e+00    4.100000e+00    0.000000e+00    5.000000e-01
   4.620000e+00    4.120000e+00    0.000000e+00    5.000000e-01
   4.640000e+00    4.140000e+00    0.000000e+00    5.000000e-01
   4.660000e+00    4.160000e+00    0.000000e+00    5.000000e-01
   4.680000e+00    4.180000e+00    0.000000e+00    5.000000e-01
   4.700000e+00    4.200000e+00    0.000000e+00    5.000000e-01
   4.720000e+00    4.220000e+00    0.000000e+00    5.000000e-01
   4.740000e+00    4.240000e+00    0.000000e+00    5.000000e-01
   4.760000e+00    4.260000e+00    0.000000e+00    5.000000e-01
   4.780000e+00    4.280000e+00    0.000000e+00    5.000000e-01
   4.800000e+00    4.300000e+00    0.000000e+00    5.000000e-01
   4.820000e+00    4.320000e+00    0.000000e+00    5.000000e-01
   4.840000e+00    4.340000e+00    0.000000e+00    5.000000e-01
   4.860000e+00    4.360000e+00    0.000000e+00    5.000000e-01
   4.880000e+00    4.380000e+00    0.000000e+00    5.000000e-01
   4.900000e+00    4.400000e+00    0.000000e+00    5.000000e-01
   4.920000e+00    4.420000e+00    0.000000e+00    5.000000e-01
   4.940000e+00    4.440000e+00    0.000000e+00    5.000000e-01
   4.960000e+00    4.460000e+00    0.000000e+00    5.000000e-01
   4.980000e+00    4.480000e+00    0.000000e+00    5.000000e-01
   5.000000e+00    4.500000e+00    0.000000e+00    5.000000e-01
   5.020000e+00    4.520000e+00    0.000000e+00    5.000000e-01
   5.040000e+00    4.540000e+00    0.000000e+00    5.000000e-01
   5.060000e+00    4.560000e+00    0.000000e+00    5.000000e-01
   5.080000e+00    4.580000e+00    0.000000e+00    5.000000e-01
   5.100000e+00    4.600000e+00    0.000000e+00    5.000000e-01
   5.120000e+00    4.620000e+00    0.000000e+00    5.000000e-01
   5.140000e+00    4.640000e+00    0.000000e+00    5.000000e-01
   5.160000e+00    4.660000e+00    0.000000e+00    5.000000e-01
   5.180000e+00    4.680000e+00    0.000000e+00    5.000000e-01
   5.200000e+00    4.700000e+00    0.000000e+00    5.000000e-01
   5.220000e+00    4.720000e+00    0.000000e+00    5.000000e-01
   5.240000e+00    4.740000e+00    0.000000e+00    5.000000e-01
   5.260000e+00    4.760000e+00    0.000000e+00    5.000000e-01
   5.280000e+00    4.780000e+00    0.000000e+00    5.000000e-01
   5.300000e+00    4.800000e+00    0.000000e+00    5.000000e-01
   5.320000e+00    4.820000e+00    0.000000e+00    5.000000e-01
   5.340000e+00    4.840000e+00    0.000000e+00    5.000000e-01
   5.360000e+00    4.860000e+00    0.000000e+00    5.000000e-01
   5.380000e+00    4.880000e+00    0.000000e+00    5.000000e-01
